,label_min,label_max,label_min_text,label_max_text,win_min,win_max,pair_True
9882,12123,12929,"Vince - FYI 'Yellowfrogs' is (Longdendale) Councillor Sean Parker Perry, a frequent purveyor of 'Greenwash' and four square behind the destruction of Swallows Wood via his support for the bypass. He is vigourously re-editing the wikpedia pages on the Longdendale Bypass, his own and Roy Oldham's page in order to boost his fake 'green' credentials and obfuscate the neutrality of these articles. He gets nasty if he gets pissed off (threatens spurious legal action), but fortunately, he's legally illiterate, so don't be put off.","You know what the fun thing about Wikipedia is? You can act like your a mod, no matter who you are, so if you get your IP blocked, who cares, just go to another computer!",0.0,3.0,0.0
9888,12140,13597,WE WILL LEAVE YOU ALONE IF YOU WILL LEAVE US ALONE ! AND STOP MESSING WITH WHAT WE HAVE TO SAY.,im gonna get u blockd from editing.user:dark-hooded smoker,2.0,1.0,0.3333333333333333
9890,12143,13749,WHAT A LOAD OF CRAP YOU WRITE.,ok stop being lame. seriously. go watch pokemon.,2.0,1.0,0.3333333333333333
9891,12146,12559,"WHAT IS YOUR PROBLEM!?

Why can't you just stop blocking me?","Wow. A snide rude response from Xeworlebi. There's a shocker. Clearly you were marking the disambiguation page incorrectly, but you are too arrogant to listen.",1.0,2.0,0.0
9893,12174,13687,"WIKIPEDIA - THE ENCYCLOPEDIA THAT NO ONE CAN EDIT 
booo!!!!","mr porcupine, i hope im not keeping you from your work by talking too much.",2.0,1.0,0.3333333333333333
9894,12179,13067,"WOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO!!!

Hot smokin' lesbean goodness!  I saw your picture and I figured, that you must be a LEZBIAN!  WOOOOOO!!!  Make out with another female and send me the images!  WOOOOOOOOOOOOOOOOOOOO!!!  Hot Smokin' Lezbian!  Woooo!!!

Here's a song I wrote about lesbians:

LALALALAL-LEZ-BEE-ANN!   I say, LALALALALALa-LEZ-BEE-ANN!  
WOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO, baby!  
Lesbians turn me on.  Every where I go  
Those hot smokin' ho's!!
It's just that kinda wo-a-orld,
I love until I'm o-a-old!
Don't take my lesbian away.
I don't care if she's gay
I love her anywaaaaaaaaaaaaaaaaaaaaaaaaaaaaaay!!!!

Lez-bee-ann, I like the way you act.
Lez-bee-ann, i stare at your butt crack
it's the way i was born,
into a world of scorn.
but it's okay,
because i have my gay... little Lez-bee-ann!

Sing it with me:

LALALALALA-Lez-bee-ann
Yeah, oh yeah, Lez-bee-ann!
I just want a pecie of my Lez-bee-ann!

LALLALALALALALAL-LEZZZZZZZZZZZZZZZZ-BEEEEEEEEEEEEEEEEEEEEEEEEE_ANNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN!",Your a fa.ggot f.uck eat my va.gina juice,2.0,1.0,0.3333333333333333
9901,12232,12820,Well fuck u ur just a twat,"You are such a snivelling little cunt, I suspect that is what comes from having your head dunked in toilets all through your school years. You foul fruit",1.0,2.0,0.3333333333333333
9902,12243,12834,"Well please be my guest and run a CU or whatever. I have no idea who that IP is but it looks totally different to mine (91.108... as per the huge rangeblock). That Andy Oakers chap merely found my page because he was stalking the guy who deleted an article of his, who just so happened to be deleting one of mine too. Also, what was wrong with the image I put on my user page? I am aware that it once appeared on Christopher Paul Neil because that stupid had inserted it there, but it's out of context on my userpage so not offensive right? (I only found the image because I was reading through the IP's edits. Like I say, I am nothing to do with either of these villains, so please feel free to run a CU so I can clear my name (why would I be advocating a ban of my own account anyway?!?)   ","You aren't being honest with yourself. If you had looked through the history (assuming good faith on your part here) you would have blocked Sn0wflake for and a number of other editors for harassment and clear violations of Wikipedia policies. The fact that your block was overruled and then overruled again per the comments of multiple admins on ANI shows your block was out of process. Leave your threats to people who are actually causing problems, or block me again and get overruled again. You have no credibility here.  ",1.0,2.0,0.0
9908,12272,12653,Wesley Bartz likes to suck cock. Loves that cock. He can't live without the cock,"Yay! Here's a cookie... oh wait I ate them all. ^_^; Well, rain check on that cookie. )  ",1.0,2.0,0.3333333333333333
9917,12310,13916,"What in the world is sockpuppetry? Why are you people being such nazis? Don't you have anything better to do with your time? You all really must have absolutely no lives...This means you Elonka, Risker and FagAnthony  ",that things that we use everyday aren't correct. wikipedia blows cock and so do you.,1.0,2.0,0.3333333333333333
9918,12313,13659,"What is this all about? The day before yesterday I got accused of being someone I’m not, and my protestations to the contrary, was blocked by Nyttend. Today I’m accused of being a sockpuppet. This is absurd! I have only one computer and only one connection to the Internet. How can I be a sockpuppet? I checked some of the edits of the other IPs I’m accused of being, and it turns out that I apparently agreed with something one of those IPs said, so now I’m stuck in the middle of a dispute that Nyttend and RFD are involved in with someone else. Please leave me out of your silly edit war!","look at this retard, likes to make a big deal about Mars Volta songs cause he's a lil puss Zopwx2",2.0,1.0,0.3333333333333333
9919,12317,12598,"What is vandalism though? If I add facts/improve on pages, often some moron reverts it. IS that vandalism just because they didn't like what I wrote? Stupid.

You have to agree, Wesealthal looks like a rodent.","YOU DELETED My WORK

You deleted my work on the foreskin article",1.0,2.0,0.0
9920,12324,12389,"What nonsense, all that has happened here is that Jeni has roped in some friends to step up her harassment of me. Every single edit I make is reverted, even if they are just tidying spelling and grammar etc. There must be a way to deal with this kind of harassment, Jeni must be blocked.","Where is this Daedalus969? I have told you time and time again you must show diffs for such strong accusations against me, and it's funny you even mention that after the 20+ reverts you made on my talkpage! I will now go count them so an admin can block you appropriately, and trust me they will because I was blocked for the exact same thing. And admins don't like to be seen as having discrimination. I was blocked for getting in an edit war with a block editor. Now I am a blocked editor and you had an edit war with me, so now you should be blocked for getting in an edit war with a blocked editor. And you made more reverts then I did on my original block. I will now proceed to count them. ",1.0,2.0,0.0
9922,12332,13170,"What the %#@* is wrong with you? Calm down,or I'll report you to an admin!! ","a human being. Understand the weakness that reveals - the words you read on the screen made you feel different about yourself, so you made them go away. It's pathetic! Understand it isn't too late for you to change who you are, to finally attain some sense of perspective, humour, and intellectual honesty. Good luck.",1.0,2.0,0.0
9928,12369,13348,"Whatever, you pïece of cr@p!","dude you both are dumb, in the heavier than heaven biography it says he started in the eighth grade and that age for him would have been 13. And another thing for Scarian, stop sending me stupid messages, because i obviosly am not listening to you.   ",2.0,1.0,0.3333333333333333
9929,12370,12700,"Whats your problem?==

People have offered a chance of reconciliation and you refuse. You deserve all thats coming to you pal. (I'm sure this friendly advice will be written off as vandalism - a further proof of your idiocy and why Wikipedia is run by the collective lowest common denominators. 82.141.202.12  

==",Yes you did white boy!  ,2.0,1.0,0.3333333333333333
9931,12374,13365,When I make edits they vandalize my edits.  When I call it such they accuse me of personal attacks.  This is an abusive double standard and a blatant violation of the NPOV. The reason why I was blocked is because I said Velikovsky uses history e.g. Herodotus.,"except the Gay Republican bit, which is made up)",2.0,1.0,0.0
9937,12414,12794,Who made you sherrif you shitsack?,"You are clearly dumb, I already recieved the warning.",1.0,2.0,0.3333333333333333
9940,12421,14211,Who the fuck would add prank edits that are small and inaccurate?,"{{Unblock|What the hell? Why is a fat ugly clown who's never had a girlfriend and who has a scary interest in fire alarms have the power to block an entire university? Have you people looked at his website? How can that guy be in any position of authority whatsoever? Just look at his website - the guys a creep! He takes a camera everywhere and takes pictures of unsuspecting women!!! Honestly, at least take away his blocking powers because its unfair to block 15,000 students for this fat piece of shit. PLEASE!!!",2.0,1.0,0.0
9943,12444,12911,"Why are you still here? Can you not find anything more important to do, like killing yourself?   ","You have now vandalised my user page. I must again request that you cease your abuse, and be more careful. If you continue your behaviour, you will be blocked from editing on Wikipedia.  ",1.0,2.0,0.3333333333333333
9948,12459,13263,Why do you love porch monkeys?,bomb is going to blow in your country go save your country,1.0,2.0,0.0
9952,12483,12498,"Why not admit it? The only reason you disagree with anything is because you are an obsessed troll, whose sole agenda is causing discord. ","Why would you blank it?
WHY CANT I HAVE A CONVERSATION WITH MY BROS ON WIKIPEDIA?",2.0,1.0,0.3333333333333333
9963,12567,13560,"Wrong is still wrong, the circumstances don't matter. You won't be punished though because you are part of the admin. of this site now. You need to grow up, you fucking loser. I just called it how I saw it. It is a suicide and she will burn in hell for it. Also, You will never get rid of me, you and your deviant family have now become my personal project. I'm working on a website about your sister as we speak so everyone will know all about what a stupid cunt she was and why it is good that she is now a festering corpse in the ground. It can only be hoped that the rest of your family will follow shortly after so your defective gene's will no longer contaminate the gene pool. Here's hoping that the terrorists make a stop in your hometown soon, it would not be a big loss.  ","i hate seeing someone as intelligent as u making such fatuous comments, jay. i imagine that israel is one of the most important countries in the world because, um, it is. and the mass media and google seem 2 agree w/ me. r they 'conspiracy theorists' 2? ",1.0,2.0,0.3333333333333333
9965,12575,13406,"YEAH

looking thorough history and stuff, get a life, you sad little man, get off your arse a get a life, find better things to do than governing things on Wikipedia, I BET UOU LIKE THE SMELL OF YOUR OWN SHIT, I BET YOU GARGLE YOUR OWN PISS, I BET YOU LIKE TO WANK OFF TO KIDDY PORN, YOU SADDO, YOU FUCKING SADDO, FUCK OFF AND DIIIIIIIEEEEEEEEE  ","fuck you honkey, why you hatin' on blacks? You fucking pussy geek nazi, I'll come to your house and rape your mom because I've got a big black dick in her tight white ass, honkey",2.0,1.0,0.3333333333333333
9970,12616,13474,YOU NEED TO STOP PISSING OTHERS OFF,"hello clown
Rust never sleeps 76.223.246.87  ",2.0,1.0,0.3333333333333333
9971,12617,12807,"YOU NONSENSE IS NOT RELEVENT, ROSKAM IS THE WINNER OF THE 6th ...I LIVE THERE YOU Don't read and stay out..","You are missing the point entirely. The katakana is only used because this is where the game originated. If any character was written in Japanese media (magazines etc) then this is how they will be written. It is nothing to do with where the character comes from. Check how it's written here Dhalsim - Japanese because it is a Japanese creation and second - where the name comes from (Malayalam, Korean, Chinese  or whatever). Hwang for example should be first - Japanese: ファン・ソンギョン Fan Songyon and then where the name comes from in Korean language written in Hangul/chinese characters. You are being ridiculous by thinking about where the character has lived and how they would write their name. They are fictional Japanese creations and that's all there is to it.  ",1.0,2.0,0.3333333333333333
9975,12638,13701,"YOUR DISHONEST CONTRIBUTIONS TO THE DAHN YOGA PAGE HAVE BEEN NOTED. SOMEDAY, WHEN ALL THE WORLD SUFFERS, YOU WILL STILL BE ALIVE, A SURVIVOR OF A NUCLEAR WINTER, ON THE BASIS THAT KOREA IS THE MOST IMPORTANT PLACE IN THE WORLD, THAT KOREAN CIVILIZATION IS THE OLDEST AND MOST SUPERIOR, THAT THE KOREAN RACE IS SUPERIOR(ESPECIALLY OVER THOSE BLACK MEN WHO LISTEN TO RAP MUSIC AND SHOOT PEOPLE, THOSE SAVAGES) AND THAT THE NEXT SAVIOR WAS CHOSEN TO APPEAR IN KOREA. YES, MY FRIEND, KOREA IS THE HOME OF ALL, THE BEST, MOST WONDERFUL. ONLY HERE CAN A CIVILIZATION CREATE HANGUL and SOJU! OH YES, KOREA IS NUMBER ONE AND THE HONORABLE, HUMBLE, CELIBATE, POOR, AND SKINNY ILCHEE LEE SHALL BE THE ONE TO USHER IN A NEW ERA OF MANKIND WITH THE BEST PEOPLE IN THE WORLD- SUCCESSFUL KOREANS FROM KOREA TO TEACH DAHN YOGA, AND THE BRIGHTEST, MOST ATTRACTIVE AND WORTHY NORTH AMERICANS, TOGETHER WHO WILL USHER IN A NEW ERA. FOR NOW YOU MUST LIVE ON THE WAGES OF YOUR DAHN SALARY, BUT LATER. LATER. LATER. YOU WILL RULE THE WORLD.
  ","new york
i got 100 guns
a hundred clips

nigga, i'm from new york
new york
 ja rule ft. fat joe and jadakiss - new york",1.0,2.0,0.3333333333333333
